#SampleID	State	Year	SiteAlias	dashedName	SampleID2	Collected-Date	WaterbodyName	Latitude	Longitude	COMID	US-L4CODE	US-L3CODE	DIST-Cat	CatAreaSqKm	WsAreaSqKm	BFICat	ElevCat	Na2OCat	Al2O3Cat	CaOCat	Fe2O3Cat	SiO2Cat	MgOCat	SCat	P2O5Cat	K2OCat	NCat	HydrlCondCat	CompStrgthCat	ICI-v2-1	PctImp2019Cat	AgKffactCat	KffactCat	PctGlacTilCrsCat	SN-2008Cat	NO3-2008Cat	InorgNWetDep-2008Cat	NH4-2008Cat	PctUrban2019Cat	PctForest2019Cat	PctAg2019Cat	PctWetland2019Cat	PctHay2019Cat	PctCrop2019Cat	NsurpCat	NANICat	PrecipCat	TmaxCat	TmeanCat	TminCat	MSST-Avg	RockNCat	RunoffCat	ClayCat	SandCat	WtDepCat	OmCat	PermCat	RckDepCat	sw-fluxCat	WaterInputCat	wdrw-LDCat	WetIndexCat	Temperature-DegC	SpecConductivity-msCm	DO	Tot-Alk	NO3NO2	Chloride	Chla-area	Color-app	TKN	TN	TP	Turbidity	TDS	Chla-conc	pH
PrimeRef_6221-2023	MA	2023	PrimeRef-6221	PrimeRef-6221-2023	PrimeRef-6221	8/3/23	Middle Branch Westfield River	42.29799	-72.90028	6096221	58e	58	Ref	0.3726	126.7785	44	210.2274	1.2431	12.0397	1.1818	5.8893	66.6957	2.1583	0.0387	0.1243	2.1316	0.0234	0.1654	141.2709	0.880965986	0.05	0	0.2215	100	744.2936	13.9224	5.2516	2.7236	0	88.16	2.66	7.97	2.66	0	379.573831	302.4483581	1231.37293	14.49220042	8.141568412	-11.88454077	20.12961178	145.6493	711	6.44	45.503	73.97	0.79	5.36	139.3	561412	0	0	729.2222	19.3	85	9.65	17.8	0.05	5.5	0.0015	13	0.344	0.34	0.005	0.42	28	0.3	7.06
PrimeRef_6366-2023	MA	2023	PrimeRef-6366	PrimeRef-6366-2023	PrimeRef-6366	8/1/23	Tinkerville Brook	42.0170032	-71.7207131	6116366	59c	59	Ref	4.1778	13.9194	51.9834	164.904	3.1329	14.5333	4.1889	5.5876	64.71	2.499	0.0222	0.121	2.8038	0.003	0.0082	175.5256	0.790890536	1.16	0.0078	0.2331	96.85	626.2503	11.6358	4.3709	2.2511	2.22	79.58	2.52	7.99	2.52	0	6649.938865	6104.237328	1259.448967	14.81162479	9.297794246	-9.440736616	20.3512707	94.3218	700	6.1578	48.1696	114.8788	2.9556	10.1242	135.0101	776153	2.86E-05	127.6161	821.5358	20.1	67	9.38	1	0.05	11	0.001	90	0.838	0.84	0.005	0.88	46	0.194	5.9
PrimeRef_6366-2025	MA	2025	PrimeRef-6366	PrimeRef-6366-2025	PrimeRef-6366	6-Sep-25	Tinkerville Brook	42.0170032	-71.7207131	6116366	59c	59	Ref	4.1778	13.9194	51.9834	164.904	3.1329	14.5333	4.1889	5.5876	64.71	2.499	0.0222	0.121	2.8038	0.003	0.0082	175.5256	0.790890536	1.16	0.0078	0.2331	96.85	626.2503	11.6358	4.3709	2.2511	2.22	79.58	2.52	7.99	2.52	0	6649.938865	6104.237328	1259.448967	14.81162479	9.297794246	-9.440736616	20.3512707	94.3218	700	6.1578	48.1696	114.8788	2.9556	10.1242	135.0101	776153	2.86E-05	127.6161	821.5358	19.4	109.4	7.55	12.3	0.18	19	0.0012	43	0.547	0.73	0.013	1.4	72	0.252	7.18
PrimeRef_6395-2025	MA	2025	PrimeRef-6395	PrimeRef-6395-2025	PrimeRef-6395	7-Sep-25	Pond Brook	42.16782704	-72.94935172	6096395	58e	58	Ref	3.1122	28.0854	43	374.9245	1.3825	13.1072	2.7973	6.7112	61.7805	3.0205	0.0521	0.1356	2.1844	0.0422	0.1552	101.1656	0.883535441	0.08	0	0.2592	100	748.2663	13.9671	5.2618	2.7234	0.09	94.97	0.06	2.81	0.06	0	3101.940597	2447.27446	1339.024392	13.42648586	7.524487492	-11.59855445	18.33219682	131.1593	711	5.73	41.0158	140.4	0.64	7.69	91.06	561412	0	0	747.5804	15.5	59.6	10	21.6	0.05	3.2	0.0066	26	0.424	0.42	0.02	0.56	50	1.14	7.55
PrimeRef_6949-2023	MA	2023	PrimeRef-6949	PrimeRef-6949-2023	PrimeRef-6949	8/6/23	West Branch Farmington River	42.25968084	-73.13270382	6106949	58d	58	BestRef	4.9689	4.9689	43.3264	503.9069	3.025	14.3582	2.2833	4.1509	69.0541	1.1913	0.019	0.1253	2.9369	0.0064	0.1032	140.6314	0.843185793	0.46	0	0.23	91.61	688.096	12.8827	4.8719	2.5356	0.88	85.15	0.04	8.75	0.04	0	5498.5346	4469.556292	1282.301406	12.25058681	7.014641118	-10.94051801	15.72830849	141.9295	693.8919	5.7167	38.877	161.2418	1.0558	9.8017	90.5483	690463.7323	0	0	745.8906	16.1	54.7	9.52	9.2	0.12	3.2	0.0015	29	0.15	0.15	0.005	0.46	30	0.3	6.97
PrimeRef_6965-2023	MA	2023	PrimeRef-6965	PrimeRef-6965-2023	PrimeRef-6965	8/2/23	Hamant Brook	42.0891252	-72.097519	6146965	59b	59	SubRef	2.2626	6.8265	53	225.8035	1.9172	14.8229	3.474	7.318	61.4019	3.0737	0.0616	0.1541	2.3224	0.0353	0.1937	98.962	0.693134166	4.25	0.0043	0.22	83.49	667.0422	12.4291	4.6823	2.4227	8.59	76.37	2.15	10.3	2.15	0	3396.975883	3032.012206	1288.81256	14.23005259	8.789670319	-10.04248226	18.05666934	99.2047	689	5.8006	51.442	83.7872	0.8167	9.562	140.3552	393382	7.42E-06	64.8157	768.2566	19	303	9.5	20	0.19	71	0.0072	140	3	3.2	0.016	3.4	160	1.29	7.17
PrimeRef_7271-2025	MA	2025	PrimeRef-7271	PrimeRef-7271-2025	PrimeRef-7271	7-Sep-25	Sanderson Brook	42.25418274	-72.94869942	6097271	58e	58	Ref	1.8342	11.4003	44	312.5597	1.4131	12.3484	2.3992	6.7274	64.4494	2.791	0.0359	0.1284	1.8629	0.0224	0.1584	150.633	0.804893815	0.22	5.00E-04	0.223	100	798.7787	14.9413	5.6321	2.9178	0.39	95.58	0	0.29	0	0	2011.784545	1644.075547	1260.328357	13.95388432	7.790166562	-11.5288028	17.47503641	141.5385	711	5.9521	42.3829	119.7318	0.6926	6.9735	106.1554	561412	2.22E-06	20.2176	654.2556	14.9	98.8	9.94	18.5	0.1	15	0.0062	11	0.15	0.15	0.005	0.31	96	1.25	7.47
PrimeRef_7599-2024	MA	2024	PrimeRef-7599	PrimeRef-7599-2024	PrimeRef-7599	16-Aug-24	Popple Camp Brook	42.547072	-72.155239	7687599	58g	58	Ref	0.6885	1.6965	49	336.9265	3.3	14.5	2.25	3.85	69.6	1.06	0.01	0.12	2.96	0.0068	0.0253	152.2133	0.768583467	0.52	0.0154	0.21	100	654.8093	12.1767	4.6214	2.4203	0.78	82.62	4.18	6.27	4.18	0	825.0889995	713.39083	1203.265017	13.19559393	7.374103774	-11.30758187	16.99415762	86.9452	497.3294	3.73	57.98	101.49	6.55	9.75	146.3	439717	9.08E-06	243.4312	731.9333	15.6	29	9.19	7.34	0.05	2.3	8.00E-04	20	0.321	0.32	0.03	0.48	19	0.16	7.23
PrimeRef_8122-2024	MA	2024	PrimeRef-8122	PrimeRef-8122-2024	PrimeRef-8122	16-Aug-24	Temple Brook	42.051278	-72.384923	7698122	59b	59	Ref	1.7784	10.9188	56	159.6636	3.1904	14.1688	2.8858	3.9511	68.3641	1.1866	0.0118	0.1196	2.842	0.0067	0.0272	153.5265	0.747588381	1.15	0.0102	0.22	40.64	676.5887	12.5687	4.7428	2.461	2.48	79.05	1.82	9.26	1.67	0.15	2933.792059	2725.52124	1209.959986	14.7562551	9.012873823	-9.628998097	17.6730686	16.3002	679	6.4246	46.1763	74.2461	0.7977	5.4516	139.3028	857306	2.97E-05	268.0971	745.7707	16.7	100	8.83	18.3	0.26	14	8.00E-04	34	0.339	0.6	0.021	1.5	50	0.16	7.37
PrimeRef_8122-2025	MA	2025	PrimeRef-8122	PrimeRef-8122-2025	PrimeRef-8122	9-Sep-25	Temple Brook	42.051278	-72.384923	7698122	59b	59	Ref	1.7784	10.9188	56	159.6636	3.1904	14.1688	2.8858	3.9511	68.3641	1.1866	0.0118	0.1196	2.842	0.0067	0.0272	153.5265	0.747588381	1.15	0.0102	0.22	40.64	676.5887	12.5687	4.7428	2.461	2.48	79.05	1.82	9.26	1.67	0.15	2933.792059	2725.52124	1209.959986	14.7562551	9.012873823	-9.628998097	17.6730686	16.3002	679	6.4246	46.1763	74.2461	0.7977	5.4516	139.3028	857306	2.97E-05	268.0971	745.7707	12.5	117.6	10.47	17.1	0.2	15	0.0023	31	0.461	0.66	0.013	1.1	88	0.461	7.37
PrimeRef_8211-2024	MA	2024	PrimeRef-8211	PrimeRef-8211-2024	PrimeRef-8211	17-Aug-24	South Wachusett Brook	42.44773	-71.920649	6078211	58g	58	Ref	5.4	9.3897	52	308.764	1.6596	14.3748	2.3998	6.8591	60.0908	2.6932	0.0471	0.141	2.564	0.0458	0.2036	88.949	0.772752521	0.94	0.0139	0.2209	98.63	667.2741	12.3868	4.6873	2.4433	1.72	75.24	3.43	13.27	3.43	0	6882.8828	5922.046085	1256.465523	13.46768395	8.037984331	-10.70689994	18.15720315	98.6291	489.3375	6.4272	45.4479	75.2335	0.8758	5.2863	138.7902	593966.8365	5.87E-05	209.503	783.7063	19	52	8.42	11	0.05	7.4	0.002	80	0.782	0.78	0.035	1.5	55	0.396	7.38
PrimeRef_8541-2025	MA	2025	PrimeRef-8541	PrimeRef-8541-2025	PrimeRef-8541	9-Sep-25	Mill Brook	42.70281576	-72.45189591	6778541	59a	59	Ref	24.5925	24.5925	48.6854	254.1454	2.6456	13.6498	3.4293	4.7765	66.0114	1.7304	0.0238	0.1276	2.4966	0.0145	0.0902	139.1552	0.787566908	1.56	0.0043	0.2234	85.14	651.1421	12.1692	4.6043	2.3997	3.2	83.55	2.25	5.88	2.14	0.11	25663.85258	21353.24952	1201.219128	13.95706656	7.941192411	-11.81548025	18.68642803	52.4656	616.9909	4.3646	52.8026	145.4536	2.8617	12.0766	134.1448	385619.369	0.000249775	20.12	751.8795	12.9	124.2	9.56	20.9	0.54	15	0.002	22	0.15	0.54	0.013	1.5	89	0.4	7.11
PrimeRef_8752-2023	MA	2023	PrimeRef-8752	PrimeRef-8752-2023	PrimeRef-8752	8/5/23	City Brook	42.09527631	-73.46534019	6188752	58a	58	BestRef	1.9539	9.6903	47.4993	469.7721	1.0357	12.6385	7.6449	6.2192	52.1957	2.4743	0.0523	0.1272	2.5917	0.0468	0.1212	76.3177	0.833699305	0.64	0.0027	0.31	100	745.7325	13.9714	5.2943	2.7629	1.34	90.56	0.32	3.64	0.32	0	2216.20193	1772.498679	1258.438518	13.20956122	8.17268928	-11.23615836	16.97645555	185.8522	389	15.01	23.3	153.55	0.91	5.51	84.39	522856	6.48E-07	2.8874	706.6149	14.1	115.6	9.8	8	0.05	11	7.00E-04	11	0.15	0.15	0.005	0.77	48	0.144	6.59
PrimeRef_9677_QC-2025	MA	2025	PrimeRef-9677	PrimeRef-9677-QC-2025	PrimeRef-9677-QC	5-Sep-25	Rattlesnake Brook	41.77254787	-71.08494839	6129677	59e	59	Ref	11.1537	11.1537	53.6287	48.1906	3.536	14.2744	1.39	1.9916	72.2866	0.4514	0.0303	0.1	4.4854	0.0036	3.00E-04	188.4991	0.826835702	1.2	0.0014	0.2143	18.72	603.1438	10.7152	4.0054	2.0472	1.89	76.72	0.38	17.91	0.38	0	15970.28235	14092.04343	1242.832602	15.54421831	10.69297107	-6.430864274	19.92218865	14.8901	668.6713	5.7311	50.1691	84.8547	0.8202	10.0189	140.4699	1206994.013	3.52E-05	4.4865	828.5827				3.66	0.05	4.8	0.0039	76	0.486	0.49	0.019	0.73	42	0.783	6.83
PrimeRef_9677-2025	MA	2025	PrimeRef-9677	PrimeRef-9677-2025	PrimeRef-9677	5-Sep-25	Rattlesnake Brook	41.77254787	-71.08494839	6129677	59e	59	Ref	11.1537	11.1537	53.6287	48.1906	3.536	14.2744	1.39	1.9916	72.2866	0.4514	0.0303	0.1	4.4854	0.0036	3.00E-04	188.4991	0.826835702	1.2	0.0014	0.2143	18.72	603.1438	10.7152	4.0054	2.0472	1.89	76.72	0.38	17.91	0.38	0	15970.28235	14092.04343	1242.832602	15.54421831	10.69297107	-6.430864274	19.92218865	14.8901	668.6713	5.7311	50.1691	84.8547	0.8202	10.0189	140.4699	1206994.013	3.52E-05	4.4865	828.5827	18.9	44.1	9.03	4.58	0.05	4.8	0.0052	66	0.523	0.52	0.021	0.77	41	1.05	6.84
PrimeRef_9756-2023	MA	2023	PrimeRef-9756	PrimeRef-9756-2023	PrimeRef-9756	8/6/23	Furnace Brook	42.368004	-73.380574	7709756	58b	58	SubRef	13.6854	15.2883	44.0235	359.7357	0.4865	5.0116	23.5081	2.9284	27.119	2.664	0.0788	0.0977	1.1479	0.0173	0.1188	104.7689	0.705243479	1.49	0.0379	0.2918	95.93	666.3446	12.5538	4.7448	2.467	2.9	72	8.02	10.74	8.02	0	16413.96624	14106.23277	1175.914925	13.29762152	7.260194151	-11.64543606	17.63783831	132.9791	649.9609	13.0188	31.1863	128.09	2.7984	4.7091	121.239	612399.2211	8.61E-05	35.1059	751.7567	14.2	402	10.3	180	0.14	13	0.0034	2.5	0.323	0.46	0.005	0.37	250	0.682	7.88
PrimeStrs_0195-2023	MA	2023	PrimeStrs-0195	PrimeStrs-0195-2023	PrimeStrs-0195	8/4/23	Paull Brook	42.70321	-73.176559	22290195	58b	58	HighStrs	4.9266	8.5122	48.5446	297.0444	0.414	4.3268	23.5275	2.6679	26.3063	3.7201	0.0759	0.0914	0.8925	0.0187	0.1132	115.2069	0.389571812	4.44	0.0893	0.2729	14.14	663.4281	12.7846	4.7811	2.4471	8.46	53.54	26.35	4.28	23.24	3.11	8964.757187	8762.936698	1158.125578	13.25697868	7.517206207	-11.59464764	15.78510439	232.3358	714	10.3341	35.5042	131.7934	2.7837	6.0488	121.2558	410926	6.39E-05	103.9667	731.0588	18	215	10.18	97	0.24	2.7	0.0034	70	0.493	0.73	0.082	43	90	0.697	7.12
PrimeStrs_0204-2023	MA	2023	PrimeStrs-0204	PrimeStrs-0204-2023	PrimeStrs-0204	8/5/23	Unnamed Tributary	42.213175	-73.391263	7710204	58b	58	Strs	22.4532	40.7556	46.8088	312.3433	0.5311	5.6585	21.3656	3.2653	28.5439	4.4263	0.0734	0.0954	1.146	0.0279	0.1277	103.602	0.578582391	1.04	0.0632	0.2794	97.33	671.7824	12.6196	4.7747	2.4863	2.05	68.5	16.26	8.13	15.56	0.7	26779.89224	22897.69613	1149.133681	13.81350391	7.792468223	-11.40260936	19.11399708	141.2419	667	11.295	33.8912	131.0793	2.7533	5.9706	120.5334	612411	0.000207817	73.5671	741.5885	18.6	388	9.49	109	0.44	14	0.0049	2.5	6.57	7	0.011	0.68	150	0.985	7.52
PrimeStrs_0213_QC-2023	MA	2023	PrimeStrs-0213	PrimeStrs-0213-QC-2023	PrimeStrs-0213-QC	8/4/23	Green River	42.670541	-73.234217	22290213	58b	58	Strs	4.563	82.2249	47.946	286.4691	0.3754	3.5301	26.352	2.3052	22.2028	2.9202	0.0836	0.0916	0.8798	0.0116	0.1244	110.3412	0.376853744	3.03	0.1186	0.2794	26.15	620.8919	11.9564	4.4783	2.2974	5.11	43.53	37.05	0.55	35.33	1.72	6177.773847	5264.453019	1133.927881	13.32647934	7.521539116	-11.73573962	17.26913775	209.3476	714	11.901	34.3354	121.5171	3.3443	4.7506	131.8436	410926	8.11E-05	139.3868	746.1886	17	185	11.3	65	0.17	10	0.0045	26	0.15	0.46	0.022	7	89	0.905	7.33
PrimeStrs_0213-2023	MA	2023	PrimeStrs-0213	PrimeStrs-0213-2023	PrimeStrs-0213	8/4/23	Green River	42.670541	-73.234217	22290213	58b	58	Strs	4.563	82.2249	47.946	286.4691	0.3754	3.5301	26.352	2.3052	22.2028	2.9202	0.0836	0.0916	0.8798	0.0116	0.1244	110.3412	0.376853744	3.03	0.1186	0.2794	26.15	620.8919	11.9564	4.4783	2.2974	5.11	43.53	37.05	0.55	35.33	1.72	6177.773847	5264.453019	1133.927881	13.32647934	7.521539116	-11.73573962	17.26913775	209.3476	714	11.901	34.3354	121.5171	3.3443	4.7506	131.8436	410926	8.11E-05	139.3868	746.1886	16.1	180	11.15	61.6	0.17	9.9	0.0041	20	0.447	0.62	0.025	7.5	76	0.832	7.31
PrimeStrs_0238-2023	MA	2023	PrimeStrs-0238	PrimeStrs-0238-2023	PrimeStrs-0238	8/5/23	Whiting River	42.052793	-73.241032	7710238	58d	58	SomeStrs	6.8814	34.2198	47.9652	328.3112	1.701	11.3072	3.9116	4.3146	66.286	1.9529	0.0197	0.1165	1.9343	0.008	0.1087	174.8149	0.734937973	0.6	0.0199	0.2436	100	712.2891	13.2771	5.0272	2.6208	0.85	78.4	6.71	6.91	5.65	1.06	8104.22532	6770.500971	1209.318826	13.64004076	7.863989179	-10.94160323	18.69267781	145.9666	667	5.9767	42.4493	145.9695	1.7854	10.0937	109.11	612411	1.99E-05	24.2802	732.0524	20.6	102	8.55	36	0.1	5.4	0.002	38	0.434	0.53	0.011	1.5	51	0.402	7.03
PrimeStrs_0331-2024	MA	2024	PrimeStrs-0331	PrimeStrs-0331-2024	PrimeStrs-0331	13-Aug-24	Mill River	42.739681	-70.89903	5860331	59f	59	Strs	3.2472	33.3117	53.1843	14.5346	2.4962	14.154	5.1829	4.9645	60.007	2.7654	0.0443	0.1887	2.3836	0.041	0.0691	103.3786	0.590330648	7.12	0.0188	0.2866	0	611.2347	11.0727	4.1566	2.1384	14.58	36.86	3.63	36.5	3.63	0	7360.176818	6929.582174	1250.489724	14.64998508	9.237289288	-7.451524436	19.97000818	13.9136	509	9.7776	54.0984	103.8122	1.4009	22.9482	147.6897	2004387	5.30E-05	350.2796	851.0754	22	462	2.11	63.4	0.11	78	0.0012	42	0.422	0.53	0.027	1.1	230	0.252	7.65
PrimeStrs_0387-2022	MA	2022	PrimeStrs-0387	PrimeStrs-0387-2022	PrimeStrs-0387	9/8/22	Dry Brook	42.60754542	-73.12540686	22290387	58b	58	Strs	24.0975	27.2718	46.0739	482.0214	1.3135	11.0754	8.7771	5.2908	53.0557	2.4185	0.0481	0.1197	2.0783	0.0249	0.1097	115.2377	0.572875924	2.08	0.0608	0.2547	100	669.4343	12.7563	4.7936	2.4715	4.2	65.86	20.14	5.18	19.93	0.21	31519.28728	27161.70524	1305.084071	12.25054579	6.789479732	-11.71635873	17.10313431	166.3205	713.2703	8.9738	37.82	119.3695	2.5946	5.3396	124.7089	411066.7911	0.000194891	73.0077	735.0579				94.3	0.14	19	0.001	26	0.302	0.44	0.005	0.29	140	0.191	8
PrimeStrs_0917-2025	MA	2025	PrimeStrs-0917	PrimeStrs-0917-2025	PrimeStrs-0917	10-Sep-25	Fort River	42.37683842	-72.49492563	6780917	59a	59	Strs	6.1533	59.8158	50.2608	66.4716	0.6966	10.167	1.272	3.0595	69.6124	1.3985	0.0617	0.1241	2.5694	0.0672	0.0945	86.7232	0.4294165	17.41	0.0328	0.2773	0	755.7711	14.0472	5.3483	2.815	31.08	17.94	10.78	21.91	9.87	0.91	31957.40073	36913.42439	1180.630745	15.3191877	9.204002901	-10.16504334	20.30914348	127.1334	616	10.172	51.3179	99.158	1.258	18.9087	146.6493	385693	0.000148677	37.0021	902.8975	13.6	160.2	9.39	24.2	0.19	21	0.0014	22	0.532	0.72	0.01	1.3	91	0.275	6.91
PrimeStrs_1863-2023	MA	2023	PrimeStrs-1863	PrimeStrs-1863-2023	PrimeStrs-1863	8/3/23	North Branch Manhan River	42.29977505	-72.74292555	6781863	58e	58	HighStrs	1.386	32.3487	47.5948	141.343	1.4559	11.8381	8.2467	5.9164	51.4242	2.752	0.059	0.1328	1.9504	0.0315	0.2395	93.3819	0.362900516	1.75	0.0806	0.2199	79.74	677.9776	12.6431	4.7841	2.4937	3.51	54.48	29.8	9.42	27.92	1.88	4133.407134	3915.990804	1199.520235	14.86759576	8.741569416	-10.8411036	19.13047214	156.6622	616	6.44	45.6627	73.97	0.79	5.36	139.3	385693	0.000107937	121.1688	813.6734	15.7	167	10.13	26	0.59	18	0.0095	14	0.424	1	0.005	0.56	54	1.92	7.01
PrimeStrs_1863-2025	MA	2025	PrimeStrs-1863	PrimeStrs-1863-2025	PrimeStrs-1863	7-Sep-25	North Branch Manhan River	42.29977505	-72.74292555	6781863	58e	58	Strs	1.386	32.3487	47.5948	141.343	1.4559	11.8381	8.2467	5.9164	51.4242	2.752	0.059	0.1328	1.9504	0.0315	0.2395	93.3819	0.362900516	1.75	0.0806	0.2199	79.74	677.9776	12.6431	4.7841	2.4937	3.51	54.48	29.8	9.42	27.92	1.88	4133.407134	3915.990804	1199.520235	14.86759576	8.741569416	-10.8411036	19.13047214	156.6622	616	6.44	45.6627	73.97	0.79	5.36	139.3	385693	0.000107937	121.1688	813.6734	15.8	140.2	9.82	29.7	0.47	19	8.00E-04	18	0.4	0.87	0.013	1	100	0.165	7.45
PrimeStrs_3013-2024	MA	2024	PrimeStrs-3013	PrimeStrs-3013-2024	PrimeStrs-3013	14-Aug-24	Sudbury River	42.334902	-71.394422	6773013	59d	59	Strs	7.6014	282.5694	58.4625	48.5748	2.5743	14.1951	6.4979	8.9436	55.6421	4.5373	0.042	0.2238	1.5302	0.0132	0.6036	138.0799	0.579209237	18.12	0.0067	0.1673	0	594.0641	10.8836	4.0839	2.1004	34.9	17.02	0.97	21.58	0.97	0	40843.8355	44876.77865	1223.867464	15.57247375	9.56384423	-8.364515569	20.88448783	65.6672	609	3.6921	61.0843	115.8884	0.7818	23.4313	122.217	907248	0.000119882	33.3634	837.739	24.8	353	8.37	27.7	0.15	89	9.00E-04	22	0.363	0.51	0.023	1.2	210	0.186	7.06
PrimeStrs_3361-2023	MA	2023	PrimeStrs-3361	PrimeStrs-3361-2023	PrimeStrs-3361	8/2/23	Millers River	42.677886	-72.061585	9343361	58g	58	Strs	4.5675	143.9109	47.997	286.3423	1.6431	14.9085	2.8739	7.5859	60.9254	3.1998	0.0672	0.153	2.4765	0.0395	0.1729	88.7489	0.601923098	8.48	0.0063	0.2061	23.15	650.7462	12.0977	4.5906	2.4025	17.3	57.2	2.98	11.8	2.98	0	8554.48546	8569.752618	1195.427152	13.52269973	7.458439777	-12.71351721	20.09829889	46.2136	641	3.5783	59.9394	105.3691	5.9354	12.2228	146.2725	301861	2.58E-05	103.5311	821.4638	22.2	157	8.44	1	0.05	28	0.0028	130	0.15	0.15	0.025	3.2	66	0.569	6.27
PrimeStrs_3543-2024	MA	2024	PrimeStrs-3543	PrimeStrs-3543-2024	PrimeStrs-3543	17-Aug-24	Otter River	42.588212	-72.040881	9343543	58g	58	Strs	4.0779	88.002	50.0947	298.5268	1.545	14.856	2.2869	7.3003	61.3095	2.9721	0.0674	0.1509	2.6411	0.042	0.1766	82.037	0.624894662	3.93	0.0227	0.1898	8.63	651.2093	12.11	4.5863	2.3938	8.47	48.13	6.49	24.88	6.49	0	7967.279826	8036.702909	1196.215237	13.51969907	7.42687307	-12.49024497	19.8362907	86.8092	641	2.6777	67.7057	129.671	1.9288	27.6579	145.7471	301861	7.26E-05	326.5996	783.4734	20.6	255	8.55	17.5	0.65	66	0.0014	260	0.797	1.4	0.048	4.5	180	0.291	6.37
PrimeStrs_3779-2022	MA	2022	PrimeStrs-3779	PrimeStrs-3779-2022	PrimeStrs-3779	9/11/22	Mill River	42.19325396	-70.95954158	5863779	59c	59	HighStrs	4.3632	16.2747	51.8828	38.4859	3.5389	15.0795	2.9675	3.7526	67.1391	1.3424	0.0366	0.1416	3.8616	0.0041	0.0003	180.3828	0.500532895	41.09	0.0005	0.1892	47.59	572.6695	10.1586	3.7918	1.9335	64.7	10.73	0.04	10.97	0.04	0	33123.55102	37652.03789	1263.62222	15.45458408	10.26888966	-7.015841569	21.12549067	7.1684	509	4.9828	55.6172	99.9526	1.4266	14.0508	138.654	2004387	0	0	882.3084	19.3	0.492	7.4	17.7	0.18	99	0.002	260	0.753	0.93	0.047	2.6	290	0.286	6.65
PrimeStrs_3779-2025	MA	2025	PrimeStrs-3779	PrimeStrs-3779-2025	PrimeStrs-3779	5-Sep-25	Mill River	42.19325396	-70.95954158	5863779	59c	59	Strs	4.3632	16.2747	51.8828	38.4859	3.5389	15.0795	2.9675	3.7526	67.1391	1.3424	0.0366	0.1416	3.8616	0.0041	3.00E-04	180.3828	0.500532895	41.09	5.00E-04	0.1892	47.59	572.6695	10.1586	3.7918	1.9335	64.7	10.73	0.04	10.97	0.04	0	33123.55102	37652.03789	1263.62222	15.45458408	10.26888966	-7.015841569	21.12549067	7.1684	509	4.9828	55.6172	99.9526	1.4266	14.0508	138.654	2004387	0	0	882.3084	18.4	503	8.68	31.7	0.41	98	0.0011	56	0.723	1.1	0.053	4.2	270	0.232	7.23
PrimeStrs_3785-2024	MA	2024	PrimeStrs-3785	PrimeStrs-3785-2024	PrimeStrs-3785	17-Aug-24	Otter River	42.602529	-72.071799	9343785	58g	58	Strs	10.2843	118.656	49.8418	290.2234	1.4857	14.7706	2.2338	7.42	60.4927	3.0495	0.0622	0.1469	2.6425	0.0432	0.1607	83.0517	0.51637526	14.13	0.0112	0.1935	66.44	649.5887	12.0829	4.5764	2.3889	26.83	36.89	5	20.02	5	0	21785.76442	21911.42083	1194.872511	13.56048523	7.454777587	-12.58733696	20.14861438	86.6654	641	2.984	65.4696	120.561	3.517	21.9072	146.1649	301861	0.000106682	190.0337	857.5301	21.2	245	9.12	18.2	0.53	60	0.0037	120	0.782	1.3	0.041	5	180	0.746	6.71
PrimeStrs_4293-2025	MA	2025	PrimeStrs-4293	PrimeStrs-4293-2025	PrimeStrs-4293	6-Sep-25	French River	42.1629	-71.8879	6144293	59c	59	Strs	4.7124	62.2989	53	208.4158	2.6105	14.809	2.0806	4.573	65.9404	1.5963	0.0461	0.1272	3.1195	0.0296	0.0052	136.4775	0.60328666	15.14	0.01	0.1984	31.17	671.6083	12.4728	4.6997	2.4327	24.88	53.93	2.81	4.98	2.81	0	10771.23661	10719.48508	1236.044983	14.35434096	8.821166517	-10.10683723	19.85850592	88.7032	690.292	5.0154	54.9383	97.6235	1.1378	14.2873	140.6298	394113.0371	3.32E-05	133.3734	794.4383	18.7	490.5	9.05	44.8	0.16	80	0.0033	28	0.515	0.68	0.018	1.2	300	0.66	7.32
PrimeStrs_4305-2025	MA	2025	PrimeStrs-4305	PrimeStrs-4305-2025	PrimeStrs-4305	6-Sep-25	Cady Brook	42.144748	-71.993801	6144305	59c	59	Strs	13.0239	13.0239	53.7435	258.7962	2.278	14.2068	4.367	6.6435	60.4385	2.6569	0.04	0.15	1.9785	0.0402	0.2989	110.4507	0.512982782	9.2	0.0279	0.2197	99.79	680.0235	12.6397	4.7693	2.4744	17.33	47.13	7.76	11.53	7.55	0.21	29681.96862	28952.57904	1248.535592	13.90883404	8.732200865	-9.438069279	18.43074989	89.8852	689	6.44	45.6692	73.97	0.79	5.36	139.3	393420.4231	0.000254381	373.8856	788.1667	20.4	637	8.22	30.8	0.15	140	0.0045	14	0.453	0.6	0.01	0.54	300	0.914	6.91
